Record number,Agent's name,Agent's record number,Action,Effect,Artificial effect
0,0,0,board_fast0_p8_n12_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
1,0,1,board_fast0_p8_n12_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
2,0,2,board_fast0_p8_n12_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
3,0,3,board_fast0_p0_n16_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
4,0,4,board_fast0_p0_n16_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
5,0,5,board_fast0_p0_n16_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
6,0,6,leave_fast0_p8_n12_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
7,0,7,board_fast0_p1_n16_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
8,0,8,board_fast0_p1_n16_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
9,0,9,board_fast0_p1_n16_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
10,0,10,leave_fast0_p8_n16_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
11,0,11,board_fast0_p2_n16_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
12,0,12,board_fast0_p2_n16_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
13,0,13,board_fast0_p2_n16_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
14,0,14,leave_fast0_p8_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
15,0,15,board_fast0_p8_n12_n0_n1,(boarded p8 fast0),(P_ARTIFICIAL2 )
16,0,16,board_fast0_p0_n16_n0_n1,(boarded p0 fast0),(P_ARTIFICIAL4 )
17,0,17,board_fast0_p1_n16_n0_n1,(boarded p1 fast0),(P_ARTIFICIAL5 )
18,0,18,board_fast0_p8_n12_n3_n4,(passengers fast0 n4),(P_ARTIFICIAL10 )
19,0,19,board_fast0_p2_n16_n0_n1,(boarded p2 fast0),(P_ARTIFICIAL6 )
20,0,20,board_fast0_p6_n0_n0_n1,(boarded p6 fast0),(P_ARTIFICIAL7 )
21,0,21,board_fast0_p9_n4_n0_n1,(boarded p9 fast0),(P_ARTIFICIAL8 )
22,0,22,board_fast0_p10_n12_n0_n1,(boarded p10 fast0),(P_ARTIFICIAL11 )
23,0,23,board_fast0_p11_n12_n0_n1,(boarded p11 fast0),(P_ARTIFICIAL12 )
24,0,24,board_fast0_p5_n12_n0_n1,(boarded p5 fast0),(P_ARTIFICIAL13 )
25,0,25,board_fast0_p7_n12_n0_n1,(boarded p7 fast0),(P_ARTIFICIAL14 )
26,0,26,board_fast0_p3_n12_n0_n1,(boarded p3 fast0),(P_ARTIFICIAL15 )
27,0,27,board_fast0_p4_n12_n0_n1,(boarded p4 fast0),(P_ARTIFICIAL16 )
28,0,28,board_fast0_p6_n0_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
29,0,29,board_fast0_p6_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
30,0,30,board_fast0_p8_n16_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
31,0,31,leave_fast0_p8_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
32,0,32,board_fast0_p9_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
33,0,33,board_fast0_p9_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
34,0,34,board_fast0_p6_n0_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
35,0,35,leave_fast0_p8_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
36,0,36,board_fast0_p8_n16_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
37,0,37,board_fast0_p8_n16_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
38,0,38,board_fast0_p8_n0_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
39,0,39,leave_fast0_p0_n12_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
40,0,40,board_fast0_p8_n0_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
41,0,41,board_fast0_p8_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
42,0,42,board_fast0_p9_n4_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
43,0,43,leave_fast0_p1_n12_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
44,0,44,board_fast0_p8_n12_n1_n2,(boarded p8 fast0),(P_ARTIFICIAL2 )
45,0,45,board_fast0_p0_n16_n1_n2,(boarded p0 fast0),(P_ARTIFICIAL4 )
46,0,46,board_fast0_p1_n16_n1_n2,(boarded p1 fast0),(P_ARTIFICIAL5 )
47,0,47,board_fast0_p0_n12_n3_n4,(passengers fast0 n4),(P_ARTIFICIAL10 )
48,0,48,board_fast0_p2_n16_n1_n2,(boarded p2 fast0),(P_ARTIFICIAL6 )
49,0,49,board_fast0_p6_n0_n1_n2,(boarded p6 fast0),(P_ARTIFICIAL7 )
50,0,50,board_fast0_p9_n4_n1_n2,(boarded p9 fast0),(P_ARTIFICIAL8 )
51,0,51,board_fast0_p10_n16_n0_n1,(boarded p10 fast0),(P_ARTIFICIAL11 )
52,0,52,board_fast0_p11_n16_n0_n1,(boarded p11 fast0),(P_ARTIFICIAL12 )
53,0,53,board_fast0_p5_n16_n0_n1,(boarded p5 fast0),(P_ARTIFICIAL13 )
54,0,54,board_fast0_p7_n16_n0_n1,(boarded p7 fast0),(P_ARTIFICIAL14 )
55,0,55,board_fast0_p3_n16_n0_n1,(boarded p3 fast0),(P_ARTIFICIAL15 )
56,0,56,board_fast0_p4_n16_n0_n1,(boarded p4 fast0),(P_ARTIFICIAL16 )
57,0,57,board_fast0_p8_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
58,0,58,board_fast0_p8_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
59,0,59,board_fast0_p8_n4_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
60,0,60,leave_fast0_p2_n12_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
61,0,61,board_fast0_p8_n8_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
62,0,62,board_fast0_p8_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
63,0,63,board_fast0_p8_n8_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
64,0,64,leave_fast0_p6_n12_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
65,0,65,leave_fast0_p8_n12_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
66,0,66,board_fast0_p0_n12_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
67,0,67,board_fast0_p0_n12_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
68,0,68,leave_fast0_p9_n12_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
69,0,69,leave_fast0_p0_n12_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
70,0,70,board_fast0_p1_n12_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL3 )
71,0,71,board_fast0_p1_n12_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL9 )
72,0,72,leave_fast0_p0_n16_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
73,0,73,board_fast0_p8_n16_n0_n1,(boarded p8 fast0),(P_ARTIFICIAL2 )
74,0,74,board_fast0_p0_n16_n2_n3,(boarded p0 fast0),(P_ARTIFICIAL4 )
75,0,75,board_fast0_p1_n16_n2_n3,(boarded p1 fast0),(P_ARTIFICIAL5 )
76,0,76,board_fast0_p1_n12_n3_n4,(passengers fast0 n4),(P_ARTIFICIAL10 )
77,0,77,board_fast0_p2_n16_n2_n3,(boarded p2 fast0),(P_ARTIFICIAL6 )
78,0,78,board_fast0_p6_n0_n2_n3,(boarded p6 fast0),(P_ARTIFICIAL7 )
79,0,79,board_fast0_p9_n4_n2_n3,(boarded p9 fast0),(P_ARTIFICIAL8 )
80,0,80,board_fast0_p5_n0_n0_n1,(boarded p5 fast0),(P_ARTIFICIAL13 )
81,0,81,board_fast0_p7_n0_n0_n1,(boarded p7 fast0),(P_ARTIFICIAL14 )
82,0,82,board_fast0_p10_n8_n0_n1,(boarded p10 fast0),(P_ARTIFICIAL11 )
