Record number,Agent's name,Agent's record number,Action,Effect,Artificial effect
0,0,0,board_fast0_p6_n8_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
1,0,1,board_fast0_p6_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
2,0,2,board_fast0_p6_n16_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL5 )
3,0,3,board_fast0_p1_n12_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
4,0,4,board_fast0_p1_n12_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
5,0,5,board_fast0_p1_n16_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL5 )
6,0,6,leave_fast0_p6_n16_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
7,0,7,board_fast0_p6_n8_n0_n1,(boarded p6 fast0),(P_ARTIFICIAL2 )
8,0,8,board_fast0_p1_n12_n0_n1,(boarded p1 fast0),(P_ARTIFICIAL3 )
9,0,9,board_fast0_p2_n16_n0_n1,(boarded p2 fast0),(P_ARTIFICIAL7 )
10,0,10,board_fast0_p6_n16_n3_n4,(passengers fast0 n4),(P_ARTIFICIAL6 )
11,0,11,board_fast0_p7_n16_n0_n1,(boarded p7 fast0),(P_ARTIFICIAL8 )
12,0,12,board_fast0_p5_n16_n0_n1,(boarded p5 fast0),(P_ARTIFICIAL9 )
13,0,13,board_fast0_p4_n16_n0_n1,(boarded p4 fast0),(P_ARTIFICIAL10 )
14,0,14,board_fast0_p0_n16_n0_n1,(boarded p0 fast0),(P_ARTIFICIAL11 )
15,0,15,board_fast0_p3_n16_n0_n1,(boarded p3 fast0),(P_ARTIFICIAL12 )
16,0,16,board_fast0_p6_n16_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
17,0,17,board_fast0_p6_n16_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
18,0,18,board_fast0_p6_n0_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL5 )
19,0,19,leave_fast0_p1_n16_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
20,0,20,board_fast0_p1_n16_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
21,0,21,board_fast0_p1_n16_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
22,0,22,board_fast0_p1_n0_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL5 )
23,0,23,leave_fast0_p6_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
24,0,24,board_fast0_p6_n0_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
25,0,25,board_fast0_p6_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
26,0,26,board_fast0_p6_n4_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL5 )
27,0,27,leave_fast0_p1_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
28,0,28,board_fast0_p6_n8_n1_n2,(boarded p6 fast0),(P_ARTIFICIAL2 )
29,0,29,board_fast0_p1_n12_n1_n2,(boarded p1 fast0),(P_ARTIFICIAL3 )
30,0,30,board_fast0_p0_n0_n0_n1,(boarded p0 fast0),(P_ARTIFICIAL11 )
31,0,31,board_fast0_p1_n16_n3_n4,(passengers fast0 n4),(P_ARTIFICIAL6 )
32,0,32,board_fast0_p2_n8_n0_n1,(boarded p2 fast0),(P_ARTIFICIAL7 )
33,0,33,board_fast0_p7_n8_n0_n1,(boarded p7 fast0),(P_ARTIFICIAL8 )
34,0,34,board_fast0_p5_n8_n0_n1,(boarded p5 fast0),(P_ARTIFICIAL9 )
35,0,35,board_fast0_p4_n8_n0_n1,(boarded p4 fast0),(P_ARTIFICIAL10 )
36,0,36,board_fast0_p3_n8_n0_n1,(boarded p3 fast0),(P_ARTIFICIAL12 )
37,0,37,board_fast0_p1_n0_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
38,0,38,board_fast0_p1_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
39,0,39,board_fast0_p1_n4_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL5 )
40,0,40,leave_fast0_p6_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
41,0,41,board_fast0_p6_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
42,0,42,board_fast0_p6_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
43,0,43,board_fast0_p6_n8_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL5 )
44,0,44,leave_fast0_p1_n4_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
45,0,45,board_fast0_p1_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
46,0,46,board_fast0_p1_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
47,0,47,board_fast0_p1_n8_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL5 )
48,0,48,leave_fast0_p6_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
49,0,49,board_fast0_p6_n16_n0_n1,(boarded p6 fast0),(P_ARTIFICIAL2 )
50,0,50,board_fast0_p1_n16_n0_n1,(boarded p1 fast0),(P_ARTIFICIAL3 )
51,0,51,board_fast0_p0_n4_n0_n1,(boarded p0 fast0),(P_ARTIFICIAL11 )
52,0,52,board_fast0_p6_n0_n3_n4,(passengers fast0 n4),(P_ARTIFICIAL6 )
53,0,53,board_fast0_p2_n12_n0_n1,(boarded p2 fast0),(P_ARTIFICIAL7 )
54,0,54,board_fast0_p7_n12_n0_n1,(boarded p7 fast0),(P_ARTIFICIAL8 )
55,0,55,board_fast0_p5_n12_n0_n1,(boarded p5 fast0),(P_ARTIFICIAL9 )
56,0,56,board_fast0_p4_n12_n0_n1,(boarded p4 fast0),(P_ARTIFICIAL10 )
57,0,57,board_fast0_p3_n12_n0_n1,(boarded p3 fast0),(P_ARTIFICIAL12 )
58,0,58,board_fast0_p1_n8_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
59,0,59,board_fast0_p1_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
60,0,60,board_fast0_p1_n12_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL5 )
61,0,61,leave_fast0_p1_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
62,0,62,board_fast0_p6_n12_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
63,0,63,board_fast0_p6_n12_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
64,0,64,board_fast0_p6_n12_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL5 )
65,0,65,leave_fast0_p6_n12_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
66,0,66,board_fast0_p6_n0_n0_n1,(boarded p6 fast0),(P_ARTIFICIAL2 )
67,0,67,board_fast0_p1_n0_n0_n1,(boarded p1 fast0),(P_ARTIFICIAL3 )
68,0,68,board_fast0_p0_n8_n0_n1,(boarded p0 fast0),(P_ARTIFICIAL11 )
69,0,69,board_fast0_p1_n0_n3_n4,(passengers fast0 n4),(P_ARTIFICIAL6 )
70,0,70,board_fast0_p2_n16_n1_n2,(boarded p2 fast0),(P_ARTIFICIAL7 )
71,0,71,board_fast0_p7_n16_n1_n2,(boarded p7 fast0),(P_ARTIFICIAL8 )
72,0,72,board_fast0_p5_n16_n1_n2,(boarded p5 fast0),(P_ARTIFICIAL9 )
73,0,73,board_fast0_p4_n16_n1_n2,(boarded p4 fast0),(P_ARTIFICIAL10 )
74,0,74,board_fast0_p3_n16_n1_n2,(boarded p3 fast0),(P_ARTIFICIAL12 )
75,0,75,leave_fast0_p6_n16_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
76,0,76,leave_fast0_p6_n16_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
77,0,77,leave_fast0_p6_n16_n4_n3,(passengers fast0 n3),(P_ARTIFICIAL5 )
78,0,78,leave_fast0_p1_n12_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
79,0,79,leave_fast0_p1_n16_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
80,0,80,leave_fast0_p1_n16_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
81,0,81,leave_fast0_p1_n16_n4_n3,(passengers fast0 n3),(P_ARTIFICIAL5 )
82,0,82,leave_fast0_p2_n16_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
83,0,83,leave_fast0_p6_n0_n2_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
84,0,84,leave_fast0_p6_n0_n3_n2,(passengers fast0 n2),(P_ARTIFICIAL4 )
85,0,85,leave_fast0_p6_n0_n4_n3,(passengers fast0 n3),(P_ARTIFICIAL5 )
86,0,86,leave_fast0_p7_n16_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
87,0,87,board_fast0_p6_n4_n0_n1,(boarded p6 fast0),(P_ARTIFICIAL2 )
88,0,88,board_fast0_p1_n4_n0_n1,(boarded p1 fast0),(P_ARTIFICIAL3 )
89,0,89,board_fast0_p0_n12_n0_n1,(boarded p0 fast0),(P_ARTIFICIAL11 )
90,0,90,board_fast0_p6_n4_n3_n4,(passengers fast0 n4),(P_ARTIFICIAL6 )
