Record number,Agent's name,Agent's record number,Action,Effect,Artificial effect
0,0,0,board_fast0_p1_n12_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
1,0,1,board_fast0_p1_n12_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
2,0,2,board_fast0_p1_n8_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL7 )
3,0,3,board_fast0_p17_n12_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
4,0,4,board_fast0_p17_n12_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
5,0,5,board_fast0_p17_n8_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL7 )
6,0,6,leave_fast0_p1_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
7,0,7,board_fast0_p21_n0_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
8,0,8,board_fast0_p21_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
9,0,9,board_fast0_p21_n8_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL7 )
10,0,10,leave_fast0_p17_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
11,0,11,board_fast0_p15_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
12,0,12,board_fast0_p15_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
13,0,13,board_fast0_p15_n8_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL7 )
14,0,14,leave_fast0_p21_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
15,0,15,board_fast0_p1_n8_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
16,0,16,board_fast0_p1_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
17,0,17,board_fast0_p1_n12_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL7 )
18,0,18,leave_fast0_p15_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
19,0,19,board_fast0_p17_n8_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
20,0,20,board_fast0_p17_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
21,0,21,board_fast0_p17_n12_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL7 )
22,0,22,leave_fast0_p1_n12_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
23,0,23,board_fast0_p21_n8_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
24,0,24,board_fast0_p21_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
25,0,25,board_fast0_p21_n12_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL7 )
26,0,26,leave_fast0_p17_n12_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
27,0,27,board_fast0_p1_n12_n0_n1,(boarded p1 fast0),(P_ARTIFICIAL2 )
28,0,28,board_fast0_p17_n12_n0_n1,(boarded p17 fast0),(P_ARTIFICIAL3 )
29,0,29,board_fast0_p21_n0_n0_n1,(boarded p21 fast0),(P_ARTIFICIAL4 )
30,0,30,board_fast0_p1_n8_n3_n4,(passengers fast0 n4),(P_ARTIFICIAL8 )
31,0,31,board_fast0_p15_n4_n0_n1,(boarded p15 fast0),(P_ARTIFICIAL5 )
32,0,32,board_fast0_p4_n8_n0_n1,(boarded p4 fast0),(P_ARTIFICIAL9 )
33,0,33,board_fast0_p9_n8_n0_n1,(boarded p9 fast0),(P_ARTIFICIAL10 )
34,0,34,board_fast0_p3_n8_n0_n1,(boarded p3 fast0),(P_ARTIFICIAL11 )
35,0,35,board_fast0_p0_n8_n0_n1,(boarded p0 fast0),(P_ARTIFICIAL12 )
36,0,36,board_fast0_p7_n8_n0_n1,(boarded p7 fast0),(P_ARTIFICIAL13 )
37,0,37,board_fast0_p12_n8_n0_n1,(boarded p12 fast0),(P_ARTIFICIAL14 )
38,0,38,board_fast0_p8_n8_n0_n1,(boarded p8 fast0),(P_ARTIFICIAL15 )
39,0,39,board_fast0_p14_n8_n0_n1,(boarded p14 fast0),(P_ARTIFICIAL16 )
40,0,40,board_fast0_p2_n8_n0_n1,(boarded p2 fast0),(P_ARTIFICIAL17 )
41,0,41,board_fast0_p20_n8_n0_n1,(boarded p20 fast0),(P_ARTIFICIAL18 )
42,0,42,board_fast0_p10_n8_n0_n1,(boarded p10 fast0),(P_ARTIFICIAL19 )
43,0,43,board_fast0_p11_n8_n0_n1,(boarded p11 fast0),(P_ARTIFICIAL20 )
44,0,44,board_fast0_p5_n8_n0_n1,(boarded p5 fast0),(P_ARTIFICIAL21 )
45,0,45,board_fast0_p6_n8_n0_n1,(boarded p6 fast0),(P_ARTIFICIAL22 )
46,0,46,board_fast0_p16_n8_n0_n1,(boarded p16 fast0),(P_ARTIFICIAL23 )
47,0,47,board_fast0_p18_n8_n0_n1,(boarded p18 fast0),(P_ARTIFICIAL24 )
48,0,48,board_fast0_p13_n8_n0_n1,(boarded p13 fast0),(P_ARTIFICIAL25 )
49,0,49,board_fast0_p19_n8_n0_n1,(boarded p19 fast0),(P_ARTIFICIAL26 )
50,0,50,board_fast0_p15_n8_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
51,0,51,board_fast0_p15_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
52,0,52,board_fast0_p15_n12_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL7 )
53,0,53,leave_fast0_p21_n12_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
54,0,54,board_fast0_p21_n12_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
55,0,55,board_fast0_p21_n12_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
56,0,56,board_fast0_p1_n16_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL7 )
57,0,57,leave_fast0_p15_n12_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
58,0,58,board_fast0_p15_n12_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
59,0,59,board_fast0_p15_n12_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
60,0,60,board_fast0_p17_n16_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL7 )
61,0,61,leave_fast0_p1_n16_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
62,0,62,board_fast0_p1_n16_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
63,0,63,board_fast0_p1_n16_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
64,0,64,board_fast0_p21_n16_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL7 )
65,0,65,leave_fast0_p17_n16_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
66,0,66,board_fast0_p17_n16_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
67,0,67,board_fast0_p17_n16_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
68,0,68,board_fast0_p15_n16_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL7 )
69,0,69,leave_fast0_p21_n16_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
70,0,70,board_fast0_p21_n16_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
71,0,71,board_fast0_p21_n16_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
72,0,72,board_fast0_p21_n0_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL7 )
73,0,73,leave_fast0_p15_n16_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
74,0,74,board_fast0_p15_n16_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
75,0,75,board_fast0_p15_n16_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
76,0,76,board_fast0_p1_n0_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL7 )
77,0,77,leave_fast0_p1_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
78,0,78,board_fast0_p1_n12_n1_n2,(boarded p1 fast0),(P_ARTIFICIAL2 )
79,0,79,board_fast0_p17_n12_n1_n2,(boarded p17 fast0),(P_ARTIFICIAL3 )
80,0,80,board_fast0_p21_n0_n1_n2,(boarded p21 fast0),(P_ARTIFICIAL4 )
81,0,81,board_fast0_p17_n8_n3_n4,(passengers fast0 n4),(P_ARTIFICIAL8 )
82,0,82,board_fast0_p15_n4_n1_n2,(boarded p15 fast0),(P_ARTIFICIAL5 )
83,0,83,board_fast0_p10_n12_n0_n1,(boarded p10 fast0),(P_ARTIFICIAL19 )
84,0,84,board_fast0_p11_n12_n0_n1,(boarded p11 fast0),(P_ARTIFICIAL20 )
85,0,85,board_fast0_p5_n12_n0_n1,(boarded p5 fast0),(P_ARTIFICIAL21 )
86,0,86,board_fast0_p6_n12_n0_n1,(boarded p6 fast0),(P_ARTIFICIAL22 )
87,0,87,board_fast0_p16_n12_n0_n1,(boarded p16 fast0),(P_ARTIFICIAL23 )
88,0,88,board_fast0_p18_n12_n0_n1,(boarded p18 fast0),(P_ARTIFICIAL24 )
89,0,89,board_fast0_p4_n12_n0_n1,(boarded p4 fast0),(P_ARTIFICIAL9 )
90,0,90,board_fast0_p9_n12_n0_n1,(boarded p9 fast0),(P_ARTIFICIAL10 )
91,0,91,board_fast0_p3_n12_n0_n1,(boarded p3 fast0),(P_ARTIFICIAL11 )
92,0,92,board_fast0_p0_n12_n0_n1,(boarded p0 fast0),(P_ARTIFICIAL12 )
93,0,93,board_fast0_p7_n12_n0_n1,(boarded p7 fast0),(P_ARTIFICIAL13 )
94,0,94,board_fast0_p12_n12_n0_n1,(boarded p12 fast0),(P_ARTIFICIAL14 )
95,0,95,board_fast0_p8_n12_n0_n1,(boarded p8 fast0),(P_ARTIFICIAL15 )
96,0,96,board_fast0_p14_n12_n0_n1,(boarded p14 fast0),(P_ARTIFICIAL16 )
97,0,97,board_fast0_p2_n12_n0_n1,(boarded p2 fast0),(P_ARTIFICIAL17 )
98,0,98,board_fast0_p20_n12_n0_n1,(boarded p20 fast0),(P_ARTIFICIAL18 )
99,0,99,board_fast0_p13_n12_n0_n1,(boarded p13 fast0),(P_ARTIFICIAL25 )
100,0,100,board_fast0_p19_n12_n0_n1,(boarded p19 fast0),(P_ARTIFICIAL26 )
101,0,101,board_fast0_p1_n0_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
102,0,102,board_fast0_p1_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL6 )
103,0,103,board_fast0_p17_n0_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL7 )
104,0,104,leave_fast0_p17_n0_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
