Record number,Agent's name,Agent's record number,Action,Effect,Artificial effect
0,0,0,board_fast0_p5_n8_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
1,0,1,board_fast0_p5_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL9 )
2,0,2,board_fast0_p6_n8_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
3,0,3,board_fast0_p6_n8_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL9 )
4,0,4,leave_fast0_p5_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
5,0,5,board_fast0_p0_n0_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
6,0,6,board_fast0_p0_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL9 )
7,0,7,leave_fast0_p6_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
8,0,8,board_fast0_p7_n0_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
9,0,9,board_fast0_p7_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL9 )
10,0,10,leave_fast0_p0_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
11,0,11,board_fast0_p9_n0_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
12,0,12,board_fast0_p9_n0_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL9 )
13,0,13,leave_fast0_p7_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
14,0,14,board_fast0_p5_n8_n0_n1,(boarded p5 fast0),(P_ARTIFICIAL2 )
15,0,15,board_fast0_p6_n8_n0_n1,(boarded p6 fast0),(P_ARTIFICIAL3 )
16,0,16,board_fast0_p5_n6_n2_n3,(passengers fast0 n3),(P_ARTIFICIAL10 )
17,0,17,board_fast0_p0_n0_n0_n1,(boarded p0 fast0),(P_ARTIFICIAL4 )
18,0,18,board_fast0_p7_n0_n0_n1,(boarded p7 fast0),(P_ARTIFICIAL5 )
19,0,19,board_fast0_p9_n0_n0_n1,(boarded p9 fast0),(P_ARTIFICIAL6 )
20,0,20,board_fast0_p3_n2_n0_n1,(boarded p3 fast0),(P_ARTIFICIAL7 )
21,0,21,board_fast0_p2_n4_n0_n1,(boarded p2 fast0),(P_ARTIFICIAL8 )
22,0,22,board_fast0_p1_n6_n0_n1,(boarded p1 fast0),(P_ARTIFICIAL11 )
23,0,23,board_fast0_p4_n6_n0_n1,(boarded p4 fast0),(P_ARTIFICIAL12 )
24,0,24,board_fast0_p10_n6_n0_n1,(boarded p10 fast0),(P_ARTIFICIAL13 )
25,0,25,board_fast0_p8_n6_n0_n1,(boarded p8 fast0),(P_ARTIFICIAL14 )
26,0,26,board_fast0_p3_n2_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
27,0,27,board_fast0_p3_n2_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL9 )
28,0,28,leave_fast0_p9_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
29,0,29,board_fast0_p2_n4_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
30,0,30,board_fast0_p2_n4_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL9 )
31,0,31,leave_fast0_p3_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
32,0,32,board_fast0_p5_n6_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
33,0,33,board_fast0_p5_n6_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL9 )
34,0,34,leave_fast0_p2_n6_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
35,0,35,board_fast0_p6_n6_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
36,0,36,board_fast0_p6_n6_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL9 )
37,0,37,leave_fast0_p5_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
38,0,38,board_fast0_p0_n6_n0_n1,(passengers fast0 n1),(P_ARTIFICIAL1 )
39,0,39,board_fast0_p0_n6_n1_n2,(passengers fast0 n2),(P_ARTIFICIAL9 )
40,0,40,leave_fast0_p6_n8_n1_n0,(passengers fast0 n0),(P_ARTIFICIAL0 )
41,0,41,board_fast0_p5_n8_n1_n2,(boarded p5 fast0),(P_ARTIFICIAL2 )
42,0,42,board_fast0_p6_n8_n1_n2,(boarded p6 fast0),(P_ARTIFICIAL3 )
